km_cluster,crop_code,median_yield_kg_per_ha,avg_yield_kg_per_ha,n_obs,crop_pop_median,relative_yield_index
3,"OTHER, PERMANENT CROP (SPECIFY)",0.0,0.0,1,897.7661437988281,0.0
3,"OTHER, TEMPORARY CROP (SPECIFY)",0.0,3118.2356408926157,13,1623.1322021484375,0.0
3,PEARL MILLET(MCHEWERE),784.7825317382812,1685.0481612261603,34,1113.1102294921875,0.7050357735875873
3,PIGEONPEA(NANDOLO),3154.59814453125,29216.506412002786,332,2442.269287109375,1.291666795787689
3,PINEAPPLE,0.0,0.0,1,1224.1875,0.0
3,RICE,3728.97900390625,35658.813262238094,223,4884.53857421875,0.7634250292521594
3,SORGHUM,1714.4730224609375,26028.686947844435,147,1397.6207885742188,1.2267083006184782
3,SOYABEAN,1831.701904296875,11215.05212474323,473,2900.19482421875,0.6315789163544542
3,SUGAR CANE,3272.97314453125,23677.302897135418,6,2170.90625,1.5076529189278671
3,SUNFLOWER,1755.6253662109375,20975.069931884762,25,1980.9323120117188,0.8862621683564883
3,SWEET POTATO,4419.89697265625,25939.03823847688,173,4579.25537109375,0.9651999319707218
3,Sesame,0.0,7221.459050768897,42,555.6162719726562,0.0
3,TEA,2747.552947998047,3137.5790265401206,6,1068.4927978515625,2.571428608150285
3,THERERE/OKRA,584.0995635986328,584.0995635986328,2,1114.9879150390625,0.523861788742499
3,TOBACCO,2346.03466796875,20433.87829137949,130,3968.687744140625,0.5911361183384705
3,TOMATO,3353.72412109375,75754.82342843448,17,3847.7955322265625,0.8715962407579091
3,WHEAT,339.2041015625,339.2041015625,2,0.0,inf
4,BEANS,1526.41845703125,15206.833221435547,19,3261.956298828125,0.46794571024131254
4,CASSAVA,4884.53857421875,12205.455078125,22,3831.92041015625,1.2746972931046807
4,COTTON,0.0,0.0,1,992.1719360351562,0.0
4,COW PEAS (KHOBWE),3052.8369140625,4571.033833821614,9,1221.1346435546875,2.5000002499116563
4,FINGER MILLET(MAWERE),1373.7764282226562,1373.7764282226562,2,2165.478759765625,0.6343984774855715
4,GROUND BEAN(NZAMA),13310.367797851562,13310.367797851562,2,2442.269287109375,5.450000074973497
4,GROUNDNUT/PEANUTS,2467.0830078125,25105.59772553736,49,2442.269287109375,1.01016010840168
4,IRISH [MALAWI] POTATO,7326.8076171875,12748.646286010742,3,7113.109375,1.0300428730842481
4,MAIZE,3663.40380859375,16879.00478716703,343,3052.836669921875,1.1999999360226172
4,NKHWANI,1533.8795166015625,3136.809129987444,14,1602.7392578125,0.9570362172915632
4,PEARL MILLET(MCHEWERE),477.0057373046875,477.0057373046875,2,1113.1102294921875,0.42853414214179175
4,PIGEONPEA(NANDOLO),2564.99365234375,20043.319646728436,45,2442.269287109375,1.05025013657672
