HHID,plotid,gardenid,crop_code,plotareaHA,harvest_Qua_per_crop,km_cluster,yield_kg_per_ha
4477B48494894F169372336D1764354D,1,2,CASSAVA,0.20235,788.7324,1,3897.862060546875
4477B48494894F169372336D1764354D,2,3,SWEET POTATO,0.4047,2730.2695,1,6746.4033203125
4477B48494894F169372336D1764354D,1,2,CASSAVA,0.4047,0.0,1,0.0
4477B48494894F169372336D1764354D,4,1,BANANA,0.4047,2730.2695,1,6746.4033203125
4477B48494894F169372336D1764354D,1,2,CASSAVA,0.20235,0.0,1,0.0
4477B48494894F169372336D1764354D,2,2,CASSAVA,0.20235,558.43835,1,2759.764404296875
4477B48494894F169372336D1764354D,2,2,CASSAVA,0.20235,0.0,1,0.0
447A22BB7ED840B4A64ABB591961CAB7,1,1,MAIZE,0.4047,14064.739,6,34753.4921875
447A22BB7ED840B4A64ABB591961CAB7,1,1,MAIZE,0.4047,14064.739,6,34753.4921875
447C0BE8992645BAB3E0BBA55ADA29BA,1,2,PIGEONPEA(NANDOLO),0.4047,123.5483,0,305.2836608886719
447C0BE8992645BAB3E0BBA55ADA29BA,1,2,PIGEONPEA(NANDOLO),0.20235,344.69977,0,1703.48291015625
447C0BE8992645BAB3E0BBA55ADA29BA,1,3,MAIZE,0.20235,1976.7728,0,9769.0771484375
447C0BE8992645BAB3E0BBA55ADA29BA,1,1,GROUNDNUT/PEANUTS,0.4047,988.3864,0,2442.269287109375
447C98C201324A91AA45CB13DB48C24D,1,1,MAIZE,0.303525,645.8018,0,2127.672607421875
447C98C201324A91AA45CB13DB48C24D,3,1,BEANS,0.4047,1160.9216,0,2868.597900390625
447C98C201324A91AA45CB13DB48C24D,2,1,MAIZE,0.303525,645.8018,0,2127.672607421875
4481785D7C1E4699AED2EB652B6A4B00,1,1,MAIZE,0.101175,0.0,2,0.0
4483E1A46D894085A50F074C82FD14B3,3,1,SOYABEAN,0.4047,123.5483,2,305.2836608886719
4483E1A46D894085A50F074C82FD14B3,2,1,GROUNDNUT/PEANUTS,0.4047,0.0,2,0.0
4483E1A46D894085A50F074C82FD14B3,1,1,MAIZE,0.4047,3088.7075,2,7632.09130859375
44910BC49076462588FE41849629622F,1,2,GROUNDNUT/PEANUTS,0.4047,5235.483,5,12936.701171875
44910BC49076462588FE41849629622F,1,3,MAIZE,0.20235,363.13318,5,1794.57958984375
44910BC49076462588FE41849629622F,1,1,SOYABEAN,0.20235,844.6257,5,4174.0830078125
449119E8EB274BC2BE2E8BE0DE0B70DF,1,4,MAIZE,0.12141,26513.467,1,218379.59375
449119E8EB274BC2BE2E8BE0DE0B70DF,1,1,BEANS,0.4047,0.0,1,0.0
449119E8EB274BC2BE2E8BE0DE0B70DF,1,5,SUNFLOWER,0.4047,0.0,1,0.0
449119E8EB274BC2BE2E8BE0DE0B70DF,1,5,SUNFLOWER,0.4047,0.0,1,0.0
449119E8EB274BC2BE2E8BE0DE0B70DF,1,2,GROUNDNUT/PEANUTS,0.20235,15908.08,1,78616.65625
449119E8EB274BC2BE2E8BE0DE0B70DF,2,5,SUNFLOWER,0.20235,0.0,1,0.0
449119E8EB274BC2BE2E8BE0DE0B70DF,1,5,SOYABEAN,0.4047,7954.04,1,19654.1640625
449119E8EB274BC2BE2E8BE0DE0B70DF,2,3,IRISH [MALAWI] POTATO,0.60705,5302.6934,1,8735.18359375
449119E8EB274BC2BE2E8BE0DE0B70DF,1,5,SUNFLOWER,0.12141,82.36554,1,678.408203125
449119E8EB274BC2BE2E8BE0DE0B70DF,1,5,SUNFLOWER,0.4047,370.6449,1,915.8509521484375
449119E8EB274BC2BE2E8BE0DE0B70DF,2,5,SUNFLOWER,0.08094,1047.0719,1,12936.3955078125
449119E8EB274BC2BE2E8BE0DE0B70DF,2,5,SUNFLOWER,0.60705,0.0,1,0.0
4498E53EE1B54F5AA81161DF6114C30B,1,3,PIGEONPEA(NANDOLO),0.16188,4015.32,1,24804.298828125
4498E53EE1B54F5AA81161DF6114C30B,1,3,COW PEAS (KHOBWE),0.32376,772.17694,1,2385.02880859375
4498E53EE1B54F5AA81161DF6114C30B,3,3,COW PEAS (KHOBWE),0.08094,307.4438,1,3798.416015625
4498E53EE1B54F5AA81161DF6114C30B,1,4,MAIZE,0.32376,143.62491,1,443.6153564453125
4498E53EE1B54F5AA81161DF6114C30B,1,3,COW PEAS (KHOBWE),0.32376,76.86095,1,237.4010009765625
4498E53EE1B54F5AA81161DF6114C30B,2,3,COW PEAS (KHOBWE),0.08094,3088.7078,1,38160.4609375
4498E53EE1B54F5AA81161DF6114C30B,1,3,COW PEAS (KHOBWE),0.24282,411.8277,1,1696.0205078125
4498E53EE1B54F5AA81161DF6114C30B,4,3,COW PEAS (KHOBWE),0.04047,49.419323,1,1221.134765625
4498E53EE1B54F5AA81161DF6114C30B,5,2,GROUNDNUT/PEANUTS,0.04047,1148.9993,1,28391.3828125
4498E53EE1B54F5AA81161DF6114C30B,1,3,COW PEAS (KHOBWE),0.24282,1029.5692,1,4240.05126953125
4498E53EE1B54F5AA81161DF6114C30B,1,3,COW PEAS (KHOBWE),0.20235,122.977516,1,607.7465209960938
4498E53EE1B54F5AA81161DF6114C30B,1,1,BEANS,0.24282,2676.8801,1,11024.1337890625
4498E53EE1B54F5AA81161DF6114C30B,1,3,CASSAVA,0.32376,2007.66,1,6201.07470703125
44A0D437A47C47A5A6543C8104791936,2,1,MAIZE,0.20235,120.80553,5,597.0126953125
44A0D437A47C47A5A6543C8104791936,1,1,GROUNDNUT/PEANUTS,0.4047,185.32245,5,457.92547607421875
44A17A56209F425EA1948A6391E1A2D7,1,1,MAIZE,0.8094,0.0,2,0.0
44A17A56209F425EA1948A6391E1A2D7,1,1,GROUNDNUT/PEANUTS,0.8094,0.0,2,0.0
44A17A56209F425EA1948A6391E1A2D7,2,1,PIGEONPEA(NANDOLO),0.20235,0.0,2,0.0
44ABAAF9E6EF47A98E128833B3535DC1,2,2,MAIZE,0.101175,247.0966,5,2442.269287109375
44ABAAF9E6EF47A98E128833B3535DC1,1,1,SOYABEAN,0.4047,864.83813,5,2136.985595703125
44ABAAF9E6EF47A98E128833B3535DC1,1,1,GROUNDNUT/PEANUTS,0.101175,241.61105,5,2388.05078125
44B04AB2342C439FBFA702224B07CB26,3,2,PIGEONPEA(NANDOLO),0.089034,5747.7417,1,64556.70703125
44B04AB2342C439FBFA702224B07CB26,1,2,PIGEONPEA(NANDOLO),0.101175,5058.012,1,49992.70703125
44B04AB2342C439FBFA702224B07CB26,1,3,MAIZE,0.089034,12416.906,1,139462.53125
44B04AB2342C439FBFA702224B07CB26,4,2,PIGEONPEA(NANDOLO),0.101175,1562.639,1,15444.912109375
44B04AB2342C439FBFA702224B07CB26,3,2,PIGEONPEA(NANDOLO),0.089034,0.0,1,0.0
44B04AB2342C439FBFA702224B07CB26,2,2,PIGEONPEA(NANDOLO),0.089034,5747.7417,1,64556.70703125
44B04AB2342C439FBFA702224B07CB26,1,2,SOYABEAN,0.101175,10926.878,1,107999.78125
44B04AB2342C439FBFA702224B07CB26,1,1,SWEET POTATO,0.101175,10926.878,1,107999.78125
44B0E9A4CEAA4150AC9DA06C2D8826F6,1,1,MAIZE,0.4047,1235.483,0,3052.836669921875
44B0E9A4CEAA4150AC9DA06C2D8826F6,1,1,MAIZE,0.4047,1235.483,0,3052.836669921875
44B1972A4EAE45DB987BE80A922EFD87,1,1,MAIZE,0.4047,7853.225,0,19405.052734375
44B1972A4EAE45DB987BE80A922EFD87,2,1,BANANA,0.4047,0.0,0,0.0
44B6515F01C3419C83B4F5AAB5B6A4D9,1,2,BEANS,0.20235,247.0966,5,1221.1346435546875
44B6515F01C3419C83B4F5AAB5B6A4D9,1,1,MAIZE,0.4047,49.419323,5,122.11347198486328
44B6515F01C3419C83B4F5AAB5B6A4D9,1,2,SOYABEAN,0.4047,741.2898,5,1831.701904296875
44BD49AFE656430F9BB10A5F33E9E6AF,1,1,SORGHUM,0.4047,0.0,2,0.0
44BD49AFE656430F9BB10A5F33E9E6AF,1,2,MAIZE,0.4047,1027.9219,2,2539.960205078125
44BFB1C9A3DF4506B16A4579D5CD98D4,1,1,Sesame,0.101175,889.5478,2,8792.169921875
44BFB1C9A3DF4506B16A4579D5CD98D4,2,1,FINGER MILLET(MAWERE),0.101175,197.67729,2,1953.8155517578125
44CD770B32F643A49C1E65953FED49D7,2,1,GROUNDNUT/PEANUTS,0.20235,845.6387,6,4179.0888671875
44CD770B32F643A49C1E65953FED49D7,1,1,MAIZE,0.8094,87.7193,6,108.3757095336914
44CEA41E3B3E4399AA84207D1794E06C,2,1,PIGEONPEA(NANDOLO),0.20235,1976.7728,3,9769.0771484375
44CEA41E3B3E4399AA84207D1794E06C,1,1,MAIZE,0.20235,1976.7728,3,9769.0771484375
44CEA41E3B3E4399AA84207D1794E06C,1,1,PIGEONPEA(NANDOLO),0.20235,0.0,3,0.0
44CEC8835211425594390F565F16B7B3,2,2,SOYABEAN,0.20235,494.1932,5,2442.269287109375
44CEC8835211425594390F565F16B7B3,3,1,MAIZE,0.20235,247.0966,5,1221.1346435546875
44CEC8835211425594390F565F16B7B3,1,2,PIGEONPEA(NANDOLO),0.4047,0.0,5,0.0
44CEC8835211425594390F565F16B7B3,1,2,GROUNDNUT/PEANUTS,0.20235,0.0,5,0.0
44CEC8835211425594390F565F16B7B3,1,1,MAIZE,0.20235,0.0,5,0.0
44CFE5DB97CE4737BAED2C59650644B5,1,2,GROUNDNUT/PEANUTS,0.60705,32.946217,6,54.27265548706055
44CFE5DB97CE4737BAED2C59650644B5,2,1,MAIZE,0.4047,74.12898,6,183.17019653320312
44CFE5DB97CE4737BAED2C59650644B5,2,2,BEANS,0.4047,49.419323,6,122.11347198486328
44CFE5DB97CE4737BAED2C59650644B5,1,2,SORGHUM,0.60705,205.91385,6,339.2041015625
44CFE5DB97CE4737BAED2C59650644B5,1,2,SOYABEAN,0.20235,617.7415,6,3052.836669921875
44CFE5DB97CE4737BAED2C59650644B5,1,2,CABBAGE,0.60705,24.709661,6,40.704490661621094
44CFE5DB97CE4737BAED2C59650644B5,2,1,MAIZE,0.20235,657.277,6,3248.21826171875
44D1C4C4BBD14D89A04D477C99313881,1,1,SOYABEAN,0.8094,61.77415,0,76.32091522216797
44D1C4C4BBD14D89A04D477C99313881,1,1,SOYABEAN,0.8094,61.77415,0,76.32091522216797
44D24EB3098247728A792CF37E02886C,1,1,MAIZE,0.4047,3272.1768,5,8085.43798828125
44D24EB3098247728A792CF37E02886C,3,1,SOYABEAN,0.048564,1643.1926,5,33835.61328125
44D24EB3098247728A792CF37E02886C,1,1,SOYABEAN,0.4047,0.0,5,0.0
44D24EB3098247728A792CF37E02886C,2,1,BEANS,0.4047,970.32367,5,2397.636962890625
44D24EB3098247728A792CF37E02886C,1,1,"OTHER, PERMANENT CROP (SPECIFY)",0.4047,970.32367,5,2397.636962890625
44D2D4490F164BF398C2B64C5922266B,3,1,MAIZE,0.08094,16061.28,0,198434.390625
44D2D4490F164BF398C2B64C5922266B,2,1,PIGEONPEA(NANDOLO),0.20235,1976.7728,0,9769.0771484375
44D2D4490F164BF398C2B64C5922266B,1,1,CASSAVA,0.60705,2141.504,0,3527.722412109375
44D2D4490F164BF398C2B64C5922266B,3,1,PIGEONPEA(NANDOLO),0.08094,617.7415,0,7632.091796875
44D399E7CB2040EE8AA81E5EDB51FA20,2,1,MAIZE,0.20235,483.2221,5,2388.05078125
44D399E7CB2040EE8AA81E5EDB51FA20,1,1,GROUNDNUT/PEANUTS,0.4047,6740.7954,5,16656.27734375
44D399E7CB2040EE8AA81E5EDB51FA20,3,1,SOYABEAN,0.4047,617.7415,5,1526.4183349609375
44D5C9580D8B46F78169E29D76986CAB,1,2,TOBACCO,0.8094,3706.4492,5,4579.25537109375
44D5C9580D8B46F78169E29D76986CAB,2,1,MAIZE,0.4047,7412.8984,5,18317.021484375
44D5C9580D8B46F78169E29D76986CAB,1,1,MAIZE,0.8094,1853.2246,5,2289.627685546875
44D81D531E5F40A6A43A217CF3959246,1,4,BEANS,0.4047,61.77415,0,152.64183044433594
44D81D531E5F40A6A43A217CF3959246,1,2,MAIZE,0.303525,1919.6443,0,6324.50146484375
44D81D531E5F40A6A43A217CF3959246,2,4,BEANS,0.101175,6034.6924,0,59646.08203125
44D81D531E5F40A6A43A217CF3959246,1,4,BEANS,0.32376,621.9422,0,1920.9976806640625
44D81D531E5F40A6A43A217CF3959246,1,1,NKHWANI,0.275196,90.844345,0,330.1078186035156
44D81D531E5F40A6A43A217CF3959246,1,3,THERERE/OKRA,0.32376,1799.6665,0,5558.6435546875
44D81D531E5F40A6A43A217CF3959246,1,3,Sesame,0.275196,2117.255,0,7693.62548828125
44D88FF52BA843B2ABF2894AA1D8929E,1,5,MAIZE,0.60705,2406.8096,1,3964.76318359375
44D88FF52BA843B2ABF2894AA1D8929E,1,4,NKHWANI,0.60705,13.820938,1,22.767379760742188
44D88FF52BA843B2ABF2894AA1D8929E,1,4,NKHWANI,0.101175,988.3864,1,9769.0771484375
44D88FF52BA843B2ABF2894AA1D8929E,1,4,NKHWANI,0.4047,20.731407,1,51.22660446166992
44D88FF52BA843B2ABF2894AA1D8929E,1,2,NKHWANI,0.4047,3610.214,1,8920.716796875
44D88FF52BA843B2ABF2894AA1D8929E,1,3,NKHWANI,0.4047,3610.214,1,8920.716796875
44D88FF52BA843B2ABF2894AA1D8929E,1,1,SOYABEAN,0.20235,494.1932,1,2442.269287109375
44DA5E402F2E424BA972CD9AAEBDE50A,1,1,SOYABEAN,0.101175,6918.705,5,68383.5390625
44DA5E402F2E424BA972CD9AAEBDE50A,3,2,MAIZE,0.4047,0.0,5,0.0
44DA5E402F2E424BA972CD9AAEBDE50A,1,1,GROUNDNUT/PEANUTS,0.4047,1729.6763,5,4273.97119140625
44DA5E402F2E424BA972CD9AAEBDE50A,2,2,MAIZE,0.20235,741.2898,5,3663.40380859375
44DA995C1DAC4B7B9D59326FC261C327,1,1,MAIZE,0.08094,3272.177,0,40427.19140625
44DA995C1DAC4B7B9D59326FC261C327,1,1,MAIZE,0.08094,3272.177,0,40427.19140625
44DE59B347E54A37AFB93EE536E96516,1,1,MAIZE,0.20235,7444.6255,6,36790.8359375
44DE59B347E54A37AFB93EE536E96516,1,2,RICE,0.4047,0.0,6,0.0
44E28C65DA97402AB9D9C4C6FBC7808B,1,1,MAIZE,0.24282,205.91385,6,848.01025390625
44E28C65DA97402AB9D9C4C6FBC7808B,1,1,MAIZE,0.24282,205.91385,6,848.01025390625
44E3F5B3619E42759C1DAA2B4DC6555C,1,1,MAIZE,0.60705,2470.966,6,4070.448974609375
44E3F5B3619E42759C1DAA2B4DC6555C,1,1,MAIZE,0.60705,2470.966,6,4070.448974609375
44E8120F2C7F42BBAC9E3F7A42E3AE8E,1,1,GROUNDNUT/PEANUTS,0.60705,494.19324,6,814.08984375
44E8120F2C7F42BBAC9E3F7A42E3AE8E,1,2,NKHWANI,0.60705,241.61107,6,398.0085144042969
44E8120F2C7F42BBAC9E3F7A42E3AE8E,1,3,MAIZE,0.20235,4521.868,6,22346.765625
44E8120F2C7F42BBAC9E3F7A42E3AE8E,1,2,SUGAR CANE,0.60705,18.861708,6,31.071094512939453
44E8120F2C7F42BBAC9E3F7A42E3AE8E,1,2,NKHWANI,0.60705,241.61107,6,398.0085144042969
44E9AA65593A4D45954BE207E25BC275,1,1,MAIZE,0.4047,2470.966,0,6105.67333984375
44E9AA65593A4D45954BE207E25BC275,1,1,MAIZE,0.4047,2470.966,0,6105.67333984375
44E9AA65593A4D45954BE207E25BC275,1,1,MAIZE,0.4047,2470.966,0,6105.67333984375
44E9AA65593A4D45954BE207E25BC275,1,1,MAIZE,0.4047,2470.966,0,6105.67333984375
44E9AA65593A4D45954BE207E25BC275,1,1,MAIZE,0.4047,2470.966,0,6105.67333984375
44EC07CB265748DB997C5A0F0B1C251E,1,1,MAIZE,0.20235,0.0,0,0.0
44ECB3F681B345BCB9F540ECE51476DC,1,3,MAIZE,0.4047,794.09875,4,1962.1910400390625
44ECB3F681B345BCB9F540ECE51476DC,1,2,MAIZE,0.4047,794.09875,4,1962.1910400390625
44EE43C1A4EA4A76831C68BBE223948C,2,1,MAIZE,0.20235,15935.612,5,78752.71875
44EE43C1A4EA4A76831C68BBE223948C,1,2,SWEET POTATO,0.4047,3088.7075,5,7632.09130859375
44EE43C1A4EA4A76831C68BBE223948C,1,2,GROUNDNUT/PEANUTS,0.4047,0.0,5,0.0
44F091D221AC4BA182108AFE4B31AAE8,2,1,MAIZE,0.8094,0.0,0,0.0
44F091D221AC4BA182108AFE4B31AAE8,1,1,CASSAVA,0.8094,2290.524,0,2829.903564453125
44F2EB22A9EB4AF0BFCBC4A068A7666E,1,3,BEANS,0.8094,247.0966,1,305.2836608886719
44F2EB22A9EB4AF0BFCBC4A068A7666E,1,4,MAIZE,0.8094,1729.6763,1,2136.985595703125
44F2EB22A9EB4AF0BFCBC4A068A7666E,1,1,SOYABEAN,0.8094,4.941932,1,6.105673313140869
44F2EB22A9EB4AF0BFCBC4A068A7666E,1,2,SOYABEAN,0.8094,1729.6763,1,2136.985595703125
44F2EB22A9EB4AF0BFCBC4A068A7666E,1,3,BEANS,0.8094,247.0966,1,305.2836608886719
44F300BD69E7460F8297B97878B815F7,1,1,MAIZE,0.20235,1729.6763,3,8547.9423828125
44F300BD69E7460F8297B97878B815F7,1,1,MAIZE,0.20235,1729.6763,3,8547.9423828125
44F300BD69E7460F8297B97878B815F7,1,1,MAIZE,0.20235,1729.6763,3,8547.9423828125
44F300BD69E7460F8297B97878B815F7,1,1,MAIZE,0.20235,1729.6763,3,8547.9423828125
44F5D654E5874484ADB7DCA731EEE6CA,1,1,MAIZE,0.8094,1853.2246,5,2289.627685546875
44F5D654E5874484ADB7DCA731EEE6CA,2,2,TOBACCO,0.101175,988.3864,5,9769.0771484375
44F73A2C53124D7CAA9924A5DF25717C,1,3,SOYABEAN,0.20235,5190.748,0,25652.32421875
44F73A2C53124D7CAA9924A5DF25717C,2,1,GROUNDNUT/PEANUTS,0.20235,5190.748,0,25652.32421875
44F73A2C53124D7CAA9924A5DF25717C,1,2,MAIZE,0.20235,1974.7961,0,9759.30859375
44F73A2C53124D7CAA9924A5DF25717C,3,3,SOYABEAN,0.4047,2595.374,0,6413.0810546875
44F73A2C53124D7CAA9924A5DF25717C,2,3,SOYABEAN,0.4047,2595.374,0,6413.0810546875
44F73A2C53124D7CAA9924A5DF25717C,1,3,SOYABEAN,0.8094,525.8216,0,649.6436767578125
44F9F5D812D945F6AA90D59D7CEBBD63,1,2,SORGHUM,0.20235,370.6449,5,1831.701904296875
44F9F5D812D945F6AA90D59D7CEBBD63,1,1,MAIZE,0.101175,19.767729,5,195.3815460205078
44F9F5D812D945F6AA90D59D7CEBBD63,1,2,COW PEAS (KHOBWE),0.101175,741.2898,5,7326.8076171875
44F9F5D812D945F6AA90D59D7CEBBD63,1,1,MAIZE,0.20235,9.883864,5,48.84538650512695
44F9F5D812D945F6AA90D59D7CEBBD63,2,1,MAIZE,0.101175,197.67729,5,1953.8155517578125
44FDC1ACE57A48339099FE52FC11E54B,3,4,MAIZE,0.20235,734.76654,1,3631.16650390625
44FDC1ACE57A48339099FE52FC11E54B,3,4,MAIZE,0.20235,734.76654,1,3631.16650390625
44FDC1ACE57A48339099FE52FC11E54B,3,4,MAIZE,0.20235,734.76654,1,3631.16650390625
44FDC1ACE57A48339099FE52FC11E54B,2,2,SUGAR CANE,0.8094,5628.144,1,6953.4765625
44FDC1ACE57A48339099FE52FC11E54B,1,6,CASSAVA,0.8094,5628.144,1,6953.4765625
44FDC1ACE57A48339099FE52FC11E54B,3,4,MAIZE,0.20235,734.76654,1,3631.16650390625
44FDC1ACE57A48339099FE52FC11E54B,3,4,MAIZE,0.20235,734.76654,1,3631.16650390625
44FDC1ACE57A48339099FE52FC11E54B,1,1,RICE,0.8094,5628.144,1,6953.4765625
44FDC1ACE57A48339099FE52FC11E54B,3,4,MAIZE,0.20235,734.76654,1,3631.16650390625
44FDC1ACE57A48339099FE52FC11E54B,5,4,MAIZE,0.8094,876.94586,1,1083.4517822265625
44FDC1ACE57A48339099FE52FC11E54B,3,4,MAIZE,0.20235,734.76654,1,3631.16650390625
44FDC1ACE57A48339099FE52FC11E54B,3,4,MAIZE,0.20235,734.76654,1,3631.16650390625
44FDC1ACE57A48339099FE52FC11E54B,3,4,MAIZE,0.20235,734.76654,1,3631.16650390625
44FDC1ACE57A48339099FE52FC11E54B,4,4,MAIZE,0.4047,9046.207,1,22352.87109375
4507416DA0E34A128986BC3E0CC29B37,3,2,MAIZE,0.08094,45373.117,1,560577.1875
4507416DA0E34A128986BC3E0CC29B37,2,1,SWEET POTATO,0.12141,2111.3584,1,17390.318359375
4507416DA0E34A128986BC3E0CC29B37,1,1,SOYABEAN,0.60705,1516.3496,1,2497.89892578125
4507416DA0E34A128986BC3E0CC29B37,1,1,SWEET POTATO,0.20235,382.382,1,1889.705810546875
4507416DA0E34A128986BC3E0CC29B37,1,1,SWEET POTATO,0.20235,1266.8151,1,6260.51416015625
4507416DA0E34A128986BC3E0CC29B37,1,1,BEANS,0.8094,501.91498,1,620.107421875
4507416DA0E34A128986BC3E0CC29B37,1,3,GROUNDNUT/PEANUTS,0.20235,18149.246,1,89692.34375
4507FBEA4C4041A6A77EEB187906A204,2,4,SWEET POTATO,0.101175,16929.873,2,167332.5625
4507FBEA4C4041A6A77EEB187906A204,1,2,SWEET POTATO,0.4047,4232.4683,2,10458.28515625
4507FBEA4C4041A6A77EEB187906A204,1,1,MAIZE,0.101175,803.06396,2,7937.37548828125
4507FBEA4C4041A6A77EEB187906A204,1,1,MAIZE,0.20235,0.0,2,0.0
4507FBEA4C4041A6A77EEB187906A204,1,3,GROUNDNUT/PEANUTS,0.20235,8464.937,2,41833.140625
450A6B06BAAA4718B99D8F026EFDB285,2,2,CASSAVA,0.101175,689.39954,2,6813.931640625
450A6B06BAAA4718B99D8F026EFDB285,2,2,SWEET POTATO,0.101175,820.3607,2,8108.333984375
450A6B06BAAA4718B99D8F026EFDB285,1,2,NKHWANI,0.505875,2174.4502,2,4298.39453125
450A6B06BAAA4718B99D8F026EFDB285,2,2,SWEET POTATO,0.101175,988.3864,2,9769.0771484375
450A6B06BAAA4718B99D8F026EFDB285,1,1,MAIZE,0.4047,187.42278,2,463.1153259277344
450A6B06BAAA4718B99D8F026EFDB285,3,2,GROUNDNUT/PEANUTS,0.101175,780.82526,2,7717.57080078125
450A6B06BAAA4718B99D8F026EFDB285,2,2,SWEET POTATO,0.101175,749.6911,2,7409.84521484375
450A6B06BAAA4718B99D8F026EFDB285,1,2,PIGEONPEA(NANDOLO),0.4047,2718.0627,2,6716.24072265625
450D485A6B01453CB74EE7D71CEFAD5F,1,4,BANANA,0.060705,411.8277,3,6784.08203125
450D485A6B01453CB74EE7D71CEFAD5F,1,2,PIGEONPEA(NANDOLO),0.20235,0.0,3,0.0
450D485A6B01453CB74EE7D71CEFAD5F,1,1,MAIZE,0.060705,0.0,3,0.0
450D485A6B01453CB74EE7D71CEFAD5F,1,4,BANANA,0.060705,411.8277,3,6784.08203125
450D485A6B01453CB74EE7D71CEFAD5F,1,3,CASSAVA,0.060705,0.0,3,0.0
450D485A6B01453CB74EE7D71CEFAD5F,1,4,BANANA,0.060705,92.908325,3,1530.4888916015625
450D485A6B01453CB74EE7D71CEFAD5F,1,4,BANANA,0.20235,123.5483,3,610.5673217773438
450D485A6B01453CB74EE7D71CEFAD5F,1,4,BANANA,0.060705,0.0,3,0.0
450D485A6B01453CB74EE7D71CEFAD5F,2,4,BANANA,0.04047,139.36249,3,3443.599853515625
451222D3199B4B91B755A3E17BC81600,2,2,GROUNDNUT/PEANUTS,0.20235,0.0,0,0.0
451222D3199B4B91B755A3E17BC81600,1,2,GROUNDNUT/PEANUTS,0.4047,1235.483,0,3052.836669921875
451222D3199B4B91B755A3E17BC81600,1,1,MAIZE,0.4047,1235.483,0,3052.836669921875
45183CFC368B477285F818F9B372FFE9,1,1,MAIZE,0.20235,1051.6432,0,5197.1494140625
45183CFC368B477285F818F9B372FFE9,2,1,SOYABEAN,0.60705,872.5805,0,1437.4112548828125
451A1EE33D474773AF204CBE375E5FCD,1,2,CASSAVA,0.4047,185.32245,5,457.92547607421875
451A1EE33D474773AF204CBE375E5FCD,1,2,SWEET POTATO,0.4047,123.5483,5,305.2836608886719
451A1EE33D474773AF204CBE375E5FCD,1,3,MAIZE,0.4047,1235.483,5,3052.836669921875
451A1EE33D474773AF204CBE375E5FCD,1,1,GROUNDNUT/PEANUTS,0.20235,4427.477,5,21880.291015625
451A1EE33D474773AF204CBE375E5FCD,1,2,NKHWANI,0.4047,0.0,5,0.0
451A1EE33D474773AF204CBE375E5FCD,1,2,PIGEONPEA(NANDOLO),0.20235,0.0,5,0.0
451B8B96D6354E0FBDC09D8EEBEBB9BF,1,2,GROUNDNUT/PEANUTS,0.4047,916.20953,0,2263.922607421875
451B8B96D6354E0FBDC09D8EEBEBB9BF,1,2,GROUNDNUT/PEANUTS,0.4047,916.20953,0,2263.922607421875
451B8B96D6354E0FBDC09D8EEBEBB9BF,1,1,MAIZE,0.4047,622.6835,0,1538.6297607421875
451B8B96D6354E0FBDC09D8EEBEBB9BF,1,2,GROUNDNUT/PEANUTS,0.4047,916.20953,0,2263.922607421875
451E3B4FC6DE4DCE9F46DE819465F516,2,1,GROUNDNUT/PEANUTS,0.20235,486.7803,5,2405.63525390625
451E3B4FC6DE4DCE9F46DE819465F516,1,1,MAIZE,0.20235,1976.7728,5,9769.0771484375
451F56157C8C49FFA244D643A28DC6E2,1,1,MAIZE,0.20235,7588.273,6,37500.73046875
4520BA5E90E3499F88184D91CDB193CB,2,2,PIGEONPEA(NANDOLO),0.048564,0.0,3,0.0
4520BA5E90E3499F88184D91CDB193CB,1,2,TOMATO,0.303525,0.0,3,0.0
4520BA5E90E3499F88184D91CDB193CB,1,2,BEANS,0.303525,0.0,3,0.0
4520BA5E90E3499F88184D91CDB193CB,1,2,CABBAGE,0.048564,0.0,3,0.0
4520BA5E90E3499F88184D91CDB193CB,1,1,MAIZE,0.303525,0.0,3,0.0
4522CAE1A7C74754B0FF0CCB9A89300C,1,3,BEANS,0.20235,1612.1571,5,7967.1708984375
4522CAE1A7C74754B0FF0CCB9A89300C,1,2,MAIZE,0.4047,5235.483,5,12936.701171875
4522CAE1A7C74754B0FF0CCB9A89300C,1,1,SWEET POTATO,0.4047,8376.575,5,20698.232421875
4526765FE5F1491981912D310A111048,1,1,RICE,0.4047,2481.542,5,6131.80615234375
4526765FE5F1491981912D310A111048,1,2,CASSAVA,0.8094,0.0,5,0.0
4526765FE5F1491981912D310A111048,1,3,MAIZE,0.4047,3088.7075,5,7632.09130859375
4529B3A4F02A42A9B83CD7B1B25268F9,4,1,GROUNDNUT/PEANUTS,0.40000144,2.499991,5,6.249954700469971
4529B3A4F02A42A9B83CD7B1B25268F9,1,1,SOYABEAN,0.40000144,3124.9888,5,7812.44384765625
4529B3A4F02A42A9B83CD7B1B25268F9,2,1,MAIZE,0.40000144,999.9964,5,2499.98193359375
4529B3A4F02A42A9B83CD7B1B25268F9,3,1,TOBACCO,0.40000144,249.9991,5,624.9954833984375
452A374C67BC491EB502D549E170280F,1,2,SOYABEAN,0.303525,329.46216,0,1085.453125
452A374C67BC491EB502D549E170280F,1,1,MAIZE,0.4047,123.5483,0,305.2836608886719
452B176B2E964AC4A5F32291F788FFCA,1,1,RICE,0.4047,2304.3735,1,5694.02880859375
452B176B2E964AC4A5F32291F788FFCA,1,1,RICE,0.4047,2304.3735,1,5694.02880859375
